0.9635415754898503,0.8263911253662574,0.807,0.8023294706632133
0.9618134522638544,0.8197928381869365,0.803,0.79691985641756
0.9616020106036377,0.8244031677343465,0.806,0.8004459723112779
0.9606794324533156,0.8182442197620626,0.802,0.7956289453269836
0.9604969092165213,0.8144527452417812,0.799,0.7903041936817393
0.958513828306355,0.8176254843470094,0.801,0.7935127597579262
0.9624052224566838,0.8237924677480786,0.808,0.8016714457513867
0.9598930327732029,0.8245297020511517,0.808,0.8024268985604701
0.9617290326869659,0.8199748949938339,0.803,0.7962266783633887
0.963324138128522,0.8235041756631979,0.805,0.7995265625468065
