dataset,lossfunction,recall,acc,f1_macro,f1_micro,auroc,avg_training_time,acc_class_0,f1_class_0,auc_class_0,acc_class_1,f1_class_1,auc_class_1,acc_class_2,f1_class_2,auc_class_2,acc_class_3,f1_class_3,auc_class_3,acc_class_4,f1_class_4,auc_class_4,acc_class_5,f1_class_5,auc_class_5,acc_class_6,f1_class_6,auc_class_6
Cora,CEL,0.8532106047399639,0.866,0.855595809911913,0.866,0.9718644022941589,0.06721956968307495,78.46153846153847,0.7756653992395437,0.955658709106985,80.21978021978022,0.8439306358381503,0.9449280092844449,93.05555555555556,0.9209621993127148,0.9834582684319834,89.34169278996865,0.892018779342723,0.9694737132835264,87.91946308724832,0.8851351351351352,0.9792979439900946,85.4368932038835,0.830188679245283,0.9789481659468997,82.8125,0.8412698412698412,0.9912860576923077
Cora,CEL,0.8442924340701212,0.858,0.8482401404410732,0.858,0.9708970189094543,0.0678751540184021,77.6923076923077,0.753731343283582,0.9524801061007959,80.21978021978022,0.8439306358381503,0.9500961085119501,93.05555555555556,0.9209621993127148,0.9849104361370716,88.71473354231975,0.8857589984350548,0.968550766667127,86.57718120805369,0.8716216216216215,0.9787064566755257,83.49514563106796,0.8229665071770335,0.9693476637334805,81.25,0.8387096774193549,0.9921875
Cora,CEL,0.853689989527095,0.867,0.8593751890581848,0.867,0.9706503748893738,0.060659685134887696,78.46153846153847,0.7640449438202246,0.9523297966401416,82.41758241758242,0.8620689655172414,0.9461852778684462,93.05555555555556,0.9209621993127148,0.9873766874350987,89.34169278996865,0.8864696734059098,0.9682101280156877,88.59060402684564,0.8918918918918919,0.9802443236934045,84.46601941747574,0.8446601941747571,0.9708900217553658,81.25,0.8455284552845529,0.9893162393162394
Cora,CEL,0.8458578810052435,0.864,0.8498592206295628,0.864,0.9691513776779175,0.07182059049606324,78.46153846153847,0.7611940298507462,0.9512776304155616,76.92307692307692,0.8235294117647058,0.9350693311089351,92.36111111111111,0.9236111111111112,0.9833933670820354,89.96865203761756,0.8982785602503912,0.9694230778083125,89.26174496644295,0.8896321070234113,0.979723814856584,85.4368932038835,0.830188679245283,0.9741533266227231,79.6875,0.8225806451612903,0.9910189636752137
Cora,CEL,0.8496660695673021,0.866,0.8548761087662721,0.866,0.9724777936935425,0.06471908092498779,78.46153846153847,0.7727272727272727,0.9565605658709108,79.12087912087912,0.8372093023255814,0.9473216552424474,92.36111111111111,0.9204152249134949,0.9842938733125649,90.59561128526646,0.8919753086419753,0.9724335869710318,87.91946308724832,0.888135593220339,0.9781701748436502,83.49514563106796,0.8390243902439024,0.975408860170363,82.8125,0.8346456692913385,0.9931557158119658
Cora,CEL,0.8465462766467594,0.861,0.8500721658368892,0.861,0.969081699848175,0.06128867387771606,76.15384615384616,0.7360594795539033,0.9481741821396994,80.21978021978022,0.8390804597701149,0.94008027176344,93.05555555555556,0.9241379310344828,0.9841965212876428,89.96865203761756,0.8940809968847353,0.969001882719033,85.90604026845638,0.8737201365187712,0.9770502921947335,84.46601941747574,0.848780487804878,0.9742832094035133,82.8125,0.8346456692913385,0.9907852564102564
Cora,CEL,0.857231275827002,0.872,0.8615761736662622,0.872,0.9727448225021362,0.05856236219406128,80.0,0.7703703703703704,0.9546993810786916,82.41758241758242,0.8571428571428571,0.9467534665554468,93.05555555555556,0.9241379310344828,0.9879607995846315,90.28213166144201,0.9,0.9752760784205414,88.59060402684564,0.8918918918918919,0.9776654390018849,84.46601941747574,0.848780487804878,0.9767076879782662,81.25,0.8387096774193549,0.9901509081196581
Cora,CEL,0.8617597228996425,0.87,0.8588844422536647,0.87,0.9677424430847168,0.06114336013793945,78.46153846153847,0.7906976744186046,0.9587135278514588,83.51648351648352,0.853932584269663,0.9406363713294407,94.44444444444444,0.9251700680272109,0.9813570872274144,86.83385579937304,0.8935483870967742,0.967699170038529,93.28859060402685,0.8853503184713375,0.9844990891095355,85.4368932038835,0.8380952380952381,0.9619335216633655,81.25,0.8253968253968254,0.9793586404914529
Cora,CEL,0.8527979276861016,0.868,0.8575078595469547,0.868,0.9720537066459656,0.056314961910247804,76.92307692307692,0.7604562737642585,0.9521529619805482,79.12087912087912,0.8372093023255814,0.950942346981951,93.05555555555556,0.9241379310344828,0.9866952232606437,89.96865203761756,0.8954758190327614,0.9711239694529987,89.26174496644295,0.8866666666666666,0.9804493726291217,87.37864077669903,0.8530805687203792,0.9736121483694299,81.25,0.8455284552845529,0.9893997061965811
Cora,CEL,0.8524747152528189,0.865,0.8564235074231378,0.865,0.9709130525588989,0.060392887592315675,79.23076923076923,0.7715355805243446,0.9531432360742708,80.21978021978022,0.8439306358381503,0.9465781743009466,93.05555555555556,0.9241379310344828,0.9853809709241952,89.0282131661442,0.8861154446177848,0.9695680793964251,87.91946308724832,0.8791946308724831,0.9796212903887255,84.46601941747574,0.848780487804878,0.972816616337089,82.8125,0.8412698412698412,0.9892828525641026
