0.856325823123624,0.6328297032039595,0.653,0.6280890451832896
0.8707321404959839,0.6547081498446777,0.679,0.6484716702214519
0.8702290825812057,0.6529247448672119,0.677,0.647218226381574
0.8706656878252114,0.6539794817910521,0.678,0.6481612872830206
0.8704718151526035,0.647297365476286,0.673,0.6423087145507321
0.8717616228701129,0.655225281577279,0.68,0.6495714402362179
0.8759104513891965,0.665525863821922,0.69,0.6594667302432244
0.8698618910238792,0.653785204914083,0.677,0.6477173069331433
0.8708233487810633,0.6547364541653747,0.68,0.649513408391156
0.8668412936823517,0.65838504060986,0.684,0.6527347118090554
