0.9386001075396708,0.7871805890323292,0.757,0.7528683666328861
0.9085686658942546,0.7336405778530876,0.72,0.7113380863521978
0.9143253282498707,0.759941611661949,0.762,0.7552903715791058
0.9447473150123674,0.7919306730969009,0.781,0.7724430525535142
0.9150378745941089,0.736972203077783,0.742,0.7280879735037711
0.9131073917216836,0.7568961339504919,0.754,0.7465609620154358
0.9303538559728131,0.7738524034251147,0.755,0.7518517707369442
0.9269728595822367,0.7889966356200631,0.762,0.7607832110353355
0.9181475461544787,0.7653550998718766,0.752,0.7452433483584293
0.9388474810974239,0.8026431890553917,0.785,0.7795211268995486
