dataset,lossfunction,recall,acc,f1_macro,f1_micro,auroc,avg_training_time,acc_class_0,f1_class_0,auc_class_0,acc_class_1,f1_class_1,auc_class_1,acc_class_2,f1_class_2,auc_class_2,acc_class_3,f1_class_3,auc_class_3,acc_class_4,f1_class_4,auc_class_4,acc_class_5,f1_class_5,auc_class_5,acc_class_6,f1_class_6,auc_class_6
Cora,CEL,0.8400707315461027,0.857,0.8426502369625993,0.857,0.9666426777839661,0.027813854217529296,76.92307692307692,0.7812500000000001,0.950923961096375,76.92307692307692,0.8235294117647058,0.9472309868349473,94.44444444444444,0.918918918918919,0.9841924649532711,89.0282131661442,0.8861154446177848,0.9693402197579624,86.57718120805369,0.8686868686868686,0.9677836575998233,84.46601941747574,0.8169014084507042,0.973135911506532,79.6875,0.8031496062992126,0.9738915598290598
Cora,CEL,0.8514409923233196,0.864,0.8534356772821184,0.864,0.9679333567619324,0.027549748420715333,76.92307692307692,0.7782101167315175,0.9447347480106102,80.21978021978022,0.8439306358381503,0.9603839504829603,93.05555555555556,0.9305555555555556,0.9786515122014537,89.34169278996865,0.8892355694227768,0.969685461634421,87.24832214765101,0.8695652173913044,0.9685959668451644,86.40776699029126,0.827906976744186,0.9731467350715979,82.8125,0.8346456692913385,0.980335202991453
Cora,CEL,0.8516618141404096,0.863,0.8537445429295752,0.863,0.9674288630485535,0.027309377193450928,79.23076923076923,0.7657992565055761,0.9523519009725907,80.21978021978022,0.8439306358381503,0.955929109394456,93.05555555555556,0.9241379310344828,0.9758972611630321,88.08777429467085,0.886435331230284,0.9661248670818776,89.26174496644295,0.883720930232558,0.9657252817451241,83.49514563106796,0.8309178743961353,0.9761556861599073,82.8125,0.8412698412698412,0.9798177083333334
Cora,CEL,0.8378893859169615,0.855,0.8446936554370679,0.855,0.9676531553268433,0.027386865615844726,80.76923076923077,0.7473309608540925,0.951158267020336,76.92307692307692,0.8235294117647058,0.9564489415974564,93.75,0.9183673469387755,0.981527453271028,87.7742946708464,0.8846761453396526,0.9691583923696941,87.24832214765101,0.8783783783783783,0.9632016025362976,83.49514563106796,0.8229665071770335,0.9710577870138867,76.5625,0.8376068376068376,0.9810196314102563
Cora,CEL,0.8410311798279795,0.857,0.8462391186653152,0.857,0.9676051735877991,0.027358529567718507,78.46153846153847,0.7756653992395437,0.9514412024756853,73.62637362637362,0.8023952095808384,0.9423469819509425,93.75,0.9183673469387755,0.9829755646417446,89.0282131661442,0.8819875776397516,0.9696325245466975,86.57718120805369,0.8686868686868686,0.9694989708120727,84.46601941747574,0.8285714285714285,0.976404628156422,82.8125,0.8480000000000001,0.9809361645299146
Cora,CEL,0.8366915947588023,0.851,0.8406124902327751,0.851,0.9674528241157532,0.027492337226867676,78.46153846153847,0.7364620938628158,0.9525641025641027,76.92307692307692,0.8284023668639053,0.9406605495714406,93.75,0.9183673469387755,0.9839937045690551,87.46081504702194,0.8829113924050633,0.9700721325360547,85.90604026845638,0.8619528619528619,0.9699603309174363,83.49514563106796,0.826923076923077,0.9742832094035132,79.6875,0.8292682926829269,0.9806356837606838
Cora,CEL,0.8459069764946977,0.858,0.847265015473012,0.858,0.9680565595626831,0.027623598575592042,79.23076923076923,0.7744360902255639,0.9538770999115826,75.82417582417582,0.8214285714285714,0.9389801617524389,93.75,0.9215017064846417,0.9848455347871236,87.46081504702194,0.8829113924050633,0.970396659899926,88.59060402684564,0.8712871287128713,0.971174851536684,84.46601941747574,0.8246445497630333,0.9753006245197045,82.8125,0.8346456692913385,0.9818209134615384
Cora,CEL,0.8431451771319907,0.86,0.851014719729946,0.8599999999999999,0.965514063835144,0.02997123956680298,81.53846153846153,0.7822878228782287,0.954000884173298,73.62637362637362,0.8023952095808384,0.9395967069234396,94.44444444444444,0.9283276450511946,0.9773778232087228,89.34169278996865,0.8850931677018633,0.9679523474145986,84.56375838926175,0.8542372881355932,0.9696409277675692,85.4368932038835,0.8380952380952381,0.9726488510785682,81.25,0.8666666666666666,0.9773804754273504
Cora,CEL,0.8308549638546128,0.848,0.83806234237564,0.848,0.9656185507774353,0.030220377445220947,79.23076923076923,0.7383512544802866,0.9518656056587093,74.72527472527473,0.8143712574850299,0.9383636165814384,93.75,0.9183673469387755,0.9817505516614746,88.08777429467085,0.8767550702028082,0.9703138018495758,84.56375838926175,0.863013698630137,0.9680478552669973,81.55339805825243,0.8195121951219512,0.9740450909720644,79.6875,0.8360655737704917,0.9749432425213675
Cora,CEL,0.8576430880504144,0.866,0.8566247016680217,0.866,0.9682535529136658,0.027295305728912353,77.6923076923077,0.7769230769230768,0.9518877099911585,82.41758241758242,0.8571428571428571,0.9614961496149614,93.75,0.9246575342465754,0.9803105529595015,88.08777429467085,0.889240506329114,0.9673263088119537,88.59060402684564,0.8770764119601329,0.9652875811323433,85.4368932038835,0.8341232227488151,0.9723999090820535,84.375,0.8372093023255814,0.9790665064102564
