0.8877982267437,0.762471066708355,0.768,0.7625293231719912
0.8872364447330957,0.7569641289980273,0.761,0.7557210326744763
0.8875724390666014,0.7632662708933896,0.769,0.763322138259166
0.8723953962967207,0.7454508437559285,0.748,0.7418896450132575
0.8870014091038753,0.7613430291396392,0.768,0.7617508233802358
0.8879542007334589,0.7591464455871235,0.768,0.7599824900982913
0.8872760813197056,0.75639364876653,0.763,0.7571482383400446
0.8870917181209829,0.7570817680987173,0.764,0.7578613305620872
0.887453847528635,0.7573778819541532,0.767,0.758438184248836
0.887828708995254,0.7612362637786366,0.769,0.7620019792770921
